date,open,high,low,close,volume
2011-09-02 00:00:00+00:00,7.25,7.45,7.17,7.31,305988600
2011-09-06 00:00:00+00:00,6.99,7.07,6.8,6.91,283101800
2011-09-07 00:00:00+00:00,7.48,7.52,7.1,7.23,257251800
2011-09-08 00:00:00+00:00,7.2,7.44,7.2,7.38,204593600
2011-09-09 00:00:00+00:00,6.98,7.21,6.96,7.11,255828800
2011-09-12 00:00:00+00:00,7.05,7.1,6.81,7,286856000
2011-09-13 00:00:00+00:00,7,7.18,6.97,7.09,220657500
2011-09-14 00:00:00+00:00,7.05,7.13,6.92,7.09,212940200
2011-09-15 00:00:00+00:00,7.33,7.34,7.13,7.18,230299700
2011-09-16 00:00:00+00:00,7.23,7.39,7.08,7.38,240523700
2011-09-19 00:00:00+00:00,6.99,7.07,6.935,7.06,199254700
2011-09-20 00:00:00+00:00,6.9,7.06,6.9,7.04,142828700
2011-09-21 00:00:00+00:00,6.38,6.97,6.36,6.95,381953600
2011-09-22 00:00:00+00:00,6.06,6.28,6,6.24,384622500
2011-09-23 00:00:00+00:00,6.31,6.39,6.07,6.09,503374000
2011-09-26 00:00:00+00:00,6.6,6.6,6.31,6.48,228406400
2011-09-27 00:00:00+00:00,6.48,6.85,6.41,6.84,231598900
2011-09-28 00:00:00+00:00,6.16,6.53,6.16,6.51,222449300
2011-09-29 00:00:00+00:00,6.35,6.45,6.15,6.4,224013100
2011-09-30 00:00:00+00:00,6.12,6.315,6.11,6.18,175213100
2011-10-03 00:00:00+00:00,5.53,6.18,5.52,6.08,369335100
2011-10-04 00:00:00+00:00,5.76,5.76,5.13,5.48,448300000
2011-10-05 00:00:00+00:00,5.77,5.83,5.51,5.71,291785700
2011-10-06 00:00:00+00:00,6.28,6.31,5.65,5.77,336087400
2011-10-07 00:00:00+00:00,5.9,6.33,5.88,6.32,285598300
2011-10-10 00:00:00+00:00,6.28,6.29,6.12,6.14,225326600
2011-10-11 00:00:00+00:00,6.37,6.47,6.13,6.18,204431100
2011-10-12 00:00:00+00:00,6.58,6.74,6.34,6.51,284617700
2011-10-13 00:00:00+00:00,6.22,6.44,6.17,6.44,230115400
2011-10-14 00:00:00+00:00,6.19,6.36,6.12,6.31,203564500
2011-10-17 00:00:00+00:00,6.03,6.28,6.03,6.18,175512200
2011-10-18 00:00:00+00:00,6.64,6.79,6.16,6.27,496883800
2011-10-19 00:00:00+00:00,6.4,6.86,6.37,6.68,318554300
2011-10-20 00:00:00+00:00,6.47,6.48,6.18,6.43,254971700
2011-10-21 00:00:00+00:00,6.46,6.65,6.38,6.59,252586400
2011-10-24 00:00:00+00:00,6.72,6.74,6.49,6.59,217032400
2011-10-25 00:00:00+00:00,6.46,6.67,6.46,6.65,200837500
2011-10-26 00:00:00+00:00,6.59,6.66,6.44,6.58,208197400
2011-10-27 00:00:00+00:00,7.05,7.23,6.9,7.11,408959900
2011-10-28 00:00:00+00:00,7.35,7.43,7.05,7.08,273167300
2011-10-31 00:00:00+00:00,6.83,7.16,6.82,7.09,252026900
2011-11-01 00:00:00+00:00,6.4,6.68,6.32,6.38,371823200
2011-11-02 00:00:00+00:00,6.72,6.74,6.57,6.72,216830700
2011-11-03 00:00:00+00:00,6.91,6.98,6.58,6.91,244340400
2011-11-04 00:00:00+00:00,6.49,6.75,6.45,6.73,266446300
2011-11-07 00:00:00+00:00,6.45,6.59,6.298,6.44,192433500
2011-11-08 00:00:00+00:00,6.53,6.59,6.4,6.54,219000600
2011-11-09 00:00:00+00:00,6.16,6.36,6.15,6.31,265539000
2011-11-10 00:00:00+00:00,6.03,6.33,6.01,6.32,324988000
2011-11-11 00:00:00+00:00,6.21,6.29,6.12,6.12,210025900
2011-11-14 00:00:00+00:00,6.05,6.19,6.02,6.16,225481700
2011-11-15 00:00:00+00:00,6.13,6.24,6,6.01,268228500
2011-11-16 00:00:00+00:00,5.9,6.09,5.9,6.09,292502400
2011-11-17 00:00:00+00:00,5.8,6.03,5.79,5.98,285881900
2011-11-18 00:00:00+00:00,5.78,5.89,5.75,5.86,227038600
2011-11-21 00:00:00+00:00,5.49,5.68,5.48,5.66,269658300
2011-11-22 00:00:00+00:00,5.37,5.585,5.32,5.52,270959000
2011-11-23 00:00:00+00:00,5.14,5.31,5.13,5.3,264978500
2011-11-25 00:00:00+00:00,5.17,5.33,5.12,5.16,138425100
2011-11-28 00:00:00+00:00,5.25,5.53,5.14,5.5,345537900
2011-11-29 00:00:00+00:00,5.08,5.28,5.03,5.19,333749700
2011-11-30 00:00:00+00:00,5.44,5.44,5.18,5.4,436268200
2011-12-01 00:00:00+00:00,5.53,5.63,5.29,5.37,315495500
2011-12-02 00:00:00+00:00,5.64,5.88,5.61,5.67,283132900
2011-12-05 00:00:00+00:00,5.79,5.95,5.73,5.86,293977700
2011-12-06 00:00:00+00:00,5.78,5.92,5.7,5.74,254787200
2011-12-07 00:00:00+00:00,5.89,5.92,5.7,5.73,244700100
2011-12-08 00:00:00+00:00,5.59,5.88,5.53,5.84,286031100
2011-12-09 00:00:00+00:00,5.72,5.85,5.63,5.67,293654100
2011-12-12 00:00:00+00:00,5.45,5.6,5.4,5.59,191824000
2011-12-13 00:00:00+00:00,5.32,5.6,5.22,5.56,227194200
2011-12-14 00:00:00+00:00,5.23,5.37,5.2,5.24,226723100
2011-12-15 00:00:00+00:00,5.26,5.37,5.213,5.33,196092100
2011-12-16 00:00:00+00:00,5.2,5.42,5.16,5.31,227111300
2011-12-19 00:00:00+00:00,4.985,5.22,4.92,5.2,344317700
2011-12-20 00:00:00+00:00,5.17,5.22,5.04,5.11,239246100
2011-12-21 00:00:00+00:00,5.23,5.25,5.1,5.18,203711800
2011-12-22 00:00:00+00:00,5.47,5.51,5.21,5.26,303085900
2011-12-23 00:00:00+00:00,5.6,5.63,5.47,5.54,190712000
2011-12-27 00:00:00+00:00,5.48,5.58,5.46,5.55,158575400
2011-12-28 00:00:00+00:00,5.285,5.46,5.27,5.45,146104500
2011-12-29 00:00:00+00:00,5.46,5.48,5.28,5.29,168098500
2011-12-30 00:00:00+00:00,5.56,5.58,5.37,5.39,176441000
2012-01-03 00:00:00+00:00,5.8,5.89,5.74,5.75,246293200
2012-01-04 00:00:00+00:00,5.81,5.88,5.62,5.71,243711200
2012-01-05 00:00:00+00:00,6.31,6.35,5.71,5.75,547780000
2012-01-06 00:00:00+00:00,6.18,6.3,6.06,6.21,299630600
2012-01-09 00:00:00+00:00,6.27,6.37,6.19,6.26,240614400
2012-01-10 00:00:00+00:00,6.63,6.66,6.44,6.44,354292100
2012-01-11 00:00:00+00:00,6.87,6.9,6.52,6.6,354039600
2012-01-12 00:00:00+00:00,6.79,7.02,6.66,6.99,362099600
2012-01-13 00:00:00+00:00,6.61,6.69,6.41,6.49,337048400
2012-01-17 00:00:00+00:00,6.48,6.82,6.44,6.63,294196500
2012-01-18 00:00:00+00:00,6.8,6.8,6.46,6.5,302497700
2012-01-19 00:00:00+00:00,6.96,7.29,6.745,7.21,491008100
2012-01-20 00:00:00+00:00,7.07,7.08,6.83,6.95,236630700
2012-01-23 00:00:00+00:00,7.25,7.37,7.11,7.13,339942200
2012-01-24 00:00:00+00:00,7.29,7.35,7.06,7.11,228810300
2012-01-25 00:00:00+00:00,7.35,7.37,7.15,7.2,249340100
2012-01-26 00:00:00+00:00,7.3,7.5,7.23,7.45,265938800
2012-01-27 00:00:00+00:00,7.29,7.35,7.2,7.21,230914000
2012-01-30 00:00:00+00:00,7.07,7.15,7.02,7.13,231240100
2012-01-31 00:00:00+00:00,7.13,7.19,7.05,7.17,212736300
2012-02-01 00:00:00+00:00,7.36,7.44,7.21,7.25,318811000
2012-02-02 00:00:00+00:00,7.45,7.49,7.33,7.43,232425400
2012-02-03 00:00:00+00:00,7.84,7.89,7.63,7.66,364195700
2012-02-06 00:00:00+00:00,7.97,7.97,7.77,7.785,236316000
2012-02-07 00:00:00+00:00,7.85,7.99,7.8,7.95,253694200
2012-02-08 00:00:00+00:00,8.13,8.15,7.93,7.96,436439700
2012-02-09 00:00:00+00:00,8.18,8.35,8.1,8.31,480206700
2012-02-10 00:00:00+00:00,8.07,8.119,7.98,8.05,254420800
2012-02-13 00:00:00+00:00,8.25,8.31,8.21,8.27,308490200
2012-02-14 00:00:00+00:00,7.98,8.17,7.95,8.15,384682800
2012-02-15 00:00:00+00:00,7.78,8.119,7.77,8.01,372981400
2012-02-16 00:00:00+00:00,8.09,8.13,7.66,7.71,337131800
2012-02-17 00:00:00+00:00,8.02,8.08,7.92,8.039,355445600
2012-02-21 00:00:00+00:00,8.109,8.2,8,8.025,333407700
2012-02-22 00:00:00+00:00,7.95,8.13,7.95,8.06,228867800
2012-02-23 00:00:00+00:00,8.02,8.05,7.9,7.97,144231800
2012-02-24 00:00:00+00:00,7.88,8.09,7.88,8.05,163128200
2012-02-27 00:00:00+00:00,8.039,8.05,7.67,7.79,298930800
2012-02-28 00:00:00+00:00,8.119,8.15,8,8.05,193443200
2012-02-29 00:00:00+00:00,7.97,8.24,7.97,8.16,266720500
2012-03-01 00:00:00+00:00,8.119,8.17,8.05,8.09,197850100
2012-03-02 00:00:00+00:00,8.13,8.21,8.095,8.109,143887500
2012-03-05 00:00:00+00:00,7.97,8.13,7.95,8.09,196328300
2012-03-06 00:00:00+00:00,7.71,7.79,7.66,7.78,262871200
2012-03-07 00:00:00+00:00,8.02,8.02,7.77,7.81,328331900
2012-03-08 00:00:00+00:00,8.06,8.119,8,8.07,160282000
2012-03-09 00:00:00+00:00,8.05,8.189,8.01,8.115,195281400
2012-03-12 00:00:00+00:00,7.99,8.06,7.91,8.01,165298900
2012-03-13 00:00:00+00:00,8.49,8.5,8.05,8.07,385984100
2012-03-14 00:00:00+00:00,8.84,8.9,8.56,8.66,488077000
2012-03-15 00:00:00+00:00,9.24,9.25,8.85,8.98,489593000
2012-03-16 00:00:00+00:00,9.8,9.8,9.33,9.41,582294100
2012-03-19 00:00:00+00:00,9.53,10.1,9.51,9.78,669479900
2012-03-20 00:00:00+00:00,9.81,9.97,9.59,9.63,451213900
2012-03-21 00:00:00+00:00,9.82,10.03,9.738,9.96,326573800
2012-03-22 00:00:00+00:00,9.6,9.77,9.52,9.66,264520500
2012-03-23 00:00:00+00:00,9.85,9.85,9.4,9.47,283110900
2012-03-26 00:00:00+00:00,9.93,10.04,9.85,10.01,241605700
2012-03-27 00:00:00+00:00,9.6,9.9,9.58,9.865,250069600
2012-03-28 00:00:00+00:00,9.75,9.78,9.58,9.62,234021500
2012-03-29 00:00:00+00:00,9.53,9.68,9.43,9.63,253625800
2012-03-30 00:00:00+00:00,9.57,9.64,9.35,9.61,250234500
2012-04-02 00:00:00+00:00,9.68,9.78,9.41,9.54,179229000
2012-04-03 00:00:00+00:00,9.49,9.67,9.41,9.67,190453400
2012-04-04 00:00:00+00:00,9.2,9.36,9.15,9.35,228560600
2012-04-05 00:00:00+00:00,9.23,9.4,9.11,9.14,180868100
2012-04-09 00:00:00+00:00,8.93,9.04,8.83,9.04,211427600
2012-04-10 00:00:00+00:00,8.54,9.09,8.5,8.97,377220000
2012-04-11 00:00:00+00:00,8.86,8.91,8.72,8.78,252563700
2012-04-12 00:00:00+00:00,9.17,9.18,8.91,8.93,223979900
2012-04-13 00:00:00+00:00,8.68,9.08,8.68,9.08,282354600
2012-04-16 00:00:00+00:00,8.79,8.93,8.62,8.87,217284500
2012-04-17 00:00:00+00:00,8.92,9,8.87,8.965,193424400
2012-04-18 00:00:00+00:00,8.92,9,8.84,8.88,160064100
2012-04-19 00:00:00+00:00,8.77,9.17,8.67,9.16,348804500
2012-04-20 00:00:00+00:00,8.36,8.78,8.33,8.78,277965300
2012-04-23 00:00:00+00:00,8.18,8.3,7.95,8.02,256073900
2012-04-24 00:00:00+00:00,8.21,8.27,8.1,8.25,192443800
2012-04-25 00:00:00+00:00,8.26,8.35,8.17,8.3,164902400
2012-04-26 00:00:00+00:00,8.27,8.4,8.17,8.189,131586300
2012-04-27 00:00:00+00:00,8.25,8.34,8.189,8.34,120948200
2012-04-30 00:00:00+00:00,8.109,8.24,8.039,8.22,137422300
2012-05-01 00:00:00+00:00,8.31,8.4,8.08,8.109,177953400
2012-05-02 00:00:00+00:00,8.16,8.23,8.119,8.21,136208900
2012-05-03 00:00:00+00:00,8,8.18,7.91,8.175,204584500
2012-05-04 00:00:00+00:00,7.74,7.92,7.7,7.9,194857200
2012-05-07 00:00:00+00:00,7.96,8,7.66,7.71,167662600
2012-05-08 00:00:00+00:00,7.79,7.9,7.69,7.87,180627900
2012-05-09 00:00:00+00:00,7.73,7.82,7.65,7.67,174742300
2012-05-10 00:00:00+00:00,7.7,7.94,7.67,7.91,156787300
2012-05-11 00:00:00+00:00,7.55,7.77,7.41,7.48,245533600
2012-05-14 00:00:00+00:00,7.35,7.52,7.35,7.37,170716800
2012-05-15 00:00:00+00:00,7.3,7.55,7.25,7.37,201254900
2012-05-16 00:00:00+00:00,7.11,7.47,7.08,7.4,216226100
2012-05-17 00:00:00+00:00,6.98,7.25,6.93,7.1,241468300
2012-05-18 00:00:00+00:00,7.02,7.03,6.89,7.01,223783500
2012-05-21 00:00:00+00:00,6.83,7.11,6.72,7.03,229980800
2012-05-22 00:00:00+00:00,6.98,7.15,6.86,6.92,221551500
2012-05-23 00:00:00+00:00,7.17,7.17,6.85,6.9,194441500
2012-05-24 00:00:00+00:00,7.14,7.33,7.01,7.26,206041500
2012-05-25 00:00:00+00:00,7.15,7.25,7.07,7.07,108661200
2012-05-29 00:00:00+00:00,7.44,7.45,7.22,7.28,159872200
2012-05-30 00:00:00+00:00,7.2,7.41,7.1,7.33,206801500
2012-05-31 00:00:00+00:00,7.35,7.37,7.04,7.21,203267300
2012-06-01 00:00:00+00:00,7.02,7.19,6.94,7.12,240859000
2012-06-04 00:00:00+00:00,6.9,7.1,6.85,7.1,163821500
2012-06-05 00:00:00+00:00,7.1,7.14,6.9,6.91,147346700
2012-06-06 00:00:00+00:00,7.64,7.77,7.18,7.24,356852900
2012-06-07 00:00:00+00:00,7.42,7.9,7.38,7.81,276170400
2012-06-08 00:00:00+00:00,7.56,7.58,7.2,7.35,234555000
2012-06-11 00:00:00+00:00,7.28,7.77,7.28,7.72,204590700
2012-06-12 00:00:00+00:00,7.49,7.5,7.22,7.32,148255600
2012-06-13 00:00:00+00:00,7.5,7.61,7.35,7.4,162374500
2012-06-14 00:00:00+00:00,7.66,7.69,7.446,7.52,157528300
2012-06-15 00:00:00+00:00,7.9,7.9,7.55,7.72,211751900
2012-06-18 00:00:00+00:00,7.76,7.91,7.73,7.77,140319900
2012-06-19 00:00:00+00:00,8.109,8.207,7.86,7.88,248771500
2012-06-20 00:00:00+00:00,8.14,8.22,8.02,8.16,213582800
2012-06-21 00:00:00+00:00,7.82,8.17,7.8,8.109,227157600
2012-06-22 00:00:00+00:00,7.94,8.01,7.79,7.965,142219300
2012-06-25 00:00:00+00:00,7.6,7.74,7.56,7.735,151907200
2012-06-26 00:00:00+00:00,7.615,7.68,7.48,7.65,129776500
2012-06-27 00:00:00+00:00,7.77,7.82,7.61,7.68,111335500
2012-06-28 00:00:00+00:00,7.74,7.75,7.53,7.62,133125300
2012-06-29 00:00:00+00:00,8.18,8.2,7.95,8,258769800
2012-07-02 00:00:00+00:00,8.05,8.21,7.87,8.2,152974000
